"country","taxid","country_date","count"
"MZ","623","2008-10-01",1
"MZ","623","2009-03-17",1
"MZ","623","2009-08-10",1
"MZ","623","2009-09-18",1
"MZ","623","2009-10-12",1
"MZ","623","2009-10-26",1
"MZ","623","2009-11-08",1
"MZ","623","2009-11-13",1
"MZ","623","2010-01-21",1
"MZ","623","2010-04-08",1
"MZ","623","2010-09-27",1
"MZ","623","2010-11-05",1
"MZ","623","2010-11-23",1
"MZ","623","2010-12-03",1
"MZ","624","2008-03-19",1
"MZ","624","2008-04-01",1
"MZ","624","2009-12-24",1
"MZ","624","2010-01-29",1
"NC","562","2013",1
"NC","562","2014",6
"NE","1313","2009",1
"NE","1313","2010",2
"NE","1313","2011",3
"NE","1313","2012",9
"NE","28901","1983",1
"NE","28901","1989",1
"NE","562","2012",5
"NE","562","2012-10",42
"NE","562","2017",88
"NE","621","2017",1
"NE","622","2012-10",4
"NE","622","2017",20
"NE","90370","1999",1
"NG","1280","2005",7
"NG","1280","2007",2
"NG","1280","2008",2
"NG","1280","2010",1
"NG","1280","2015",24
"NG","1280","2016",6
"NG","1280","2017",3
"NG","1280","2020-04-14",1
"NG","1280","2020-04-16",1
"NG","1280","2020-04-21",2
"NG","1280","2020-04-28",1
"NG","1280","2020-10-27",1
"NG","1280","2020-10-28",1
"NG","1280","2020-10-29",1
"NG","1280","2020-11-02",2
"NG","1280","2020-11-04",1
"NG","1280","2020-11-05",1
"NG","1280","2020-11-06",2
"NG","1280","2020-11-07",1
"NG","1280","2020-11-16",1
"NG","1280","2020-11-25",1
"NG","1280","2022",2
"NG","1280","2024-02-02",37
"NG","1352","2020-04-15",1
"NG","1463165","2009-04-30",1
"NG","1463165","2010-02-23",1
"NG","1463165","2013-02-25",1
"NG","1463165","2013-03-01",1
"NG","1463165","2013-05-16",1
"NG","1463165","2013-09-13",1
"NG","1463165","2014-01-29",1
"NG","1463165","2015",9
"NG","1463165","2015-06-06",1
"NG","1463165","2016-04-14",1
"NG","1463165","2016-04-15",1
"NG","1463165","2016-04-20",1
"NG","1463165","2016-04-21",1
"NG","1463165","2016-04-26",1
"NG","1463165","2016-05-04",1
"NG","1463165","2016-07-18",1
"NG","1463165","2021-01-14",1
"NG","1463165","2021-01-22",1
"NG","1463165","2021-03-25",1
"NG","1463165","2022-05-16",1
"NG","1463165","2022-06-06",7
"NG","1463165","2023-06-08",1
"NG","1639133","2018",1
"NG","1813821","2016",1
"NG","1813821","2019-05-25",1
"NG","1813821","2020",3
"NG","1813821","2020-04-16",1
"NG","1813821","2020-08-03",3
"NG","1813821","2020-11-05",1
"NG","2026240","2020-02-18",1
"NG","2169968","1973-01-01",1
"NG","244366","2020-10-28",1
"NG","244366","2020-11-05",1
"NG","244366","2020-11-06",1
"NG","287","2015",4
"NG","287","2020-04-26",1
"NG","287","2020-10-27",1
"NG","287","2020-10-28",2
"NG","287","2020-10-29",1
"NG","287","2020-10-30",1
"NG","287","2020-10-31",1
"NG","287","2020-11-01",1
"NG","287","2020-11-03",1
"NG","287","2020-11-05",1
"NG","287","2020-11-06",2
"NG","287","2020-11-09",1
"NG","287","2020-11-18",1
"NG","287","2021-02-19",1
"NG","287","2021-03-22",1
"NG","28901","2002-05-22",1
"NG","28901","2009",1
"NG","28901","2012",2
"NG","28901","2014-11-20",3
"NG","28901","2016-05-29",1
"NG","28901","2016-06-20",4
"NG","28901","2016-07-30",3
"NG","28901","2020-07-30",1
"NG","28901","2021-10-13",2
"NG","32644","1973-01-01",1
"NG","32644","2003-01-01",1
"NG","32644","2020-02-13",1
"NG","354276","2014",2
"NG","354276","2015",21
"NG","354276","2015-05-22",1
"NG","354276","2015-06-11",1
"NG","354276","2020-02-13",1
"NG","354276","2020-04-14",1
"NG","354276","2020-04-20",1
"NG","354276","2020-04-21",1
"NG","354276","2020-04-27",1
"NG","354276","2020-10-27",1
"NG","354276","2020-10-28",1
"NG","354276","2020-11-04",1
"NG","354276","2021-01-28",1
"NG","354276","2021-03-13",1
"NG","354276","2021-06-20",1
"NG","354276","2021-10-12",1
"NG","354276","2021-10-19",1
"NG","354276","2023-02-15",1
"NG","470","2015",2
"NG","470","2020-04-27",1
"NG","470","2021",28
"NG","470","2022",21
"NG","470","2024-02-02",4
"NG","511","2015",1
"NG","546","2019-04-28",1
"NG","562","2014",1
"NG","562","2015",33
"NG","562","2015-06-06",64
"NG","562","2015-08",4
"NG","562","2015-09",7
"NG","562","2015-10",12
"NG","562","2015-11",9
"NG","562","2016",4
"NG","562","2016-01",3
"NG","562","2016-02",5
"NG","562","2016-03",6
"NG","562","2016-09-05",2
"NG","562","2016-09-09",1
"NG","562","2016-09-13",4
"NG","562","2016-09-16",3
"NG","562","2016-09-20",1
"NG","562","2017",44
"NG","562","2017-02-27",2
"NG","562","2017-05-15",1
"NG","562","2018",10
"NG","562","2018-12-03",11
"NG","562","2018-12-04",10
"NG","562","2018-12-05",2
"NG","562","2019",1
"NG","562","2019-01-03",1
"NG","562","2019-01-04",6
"NG","562","2019-01-11",1
"NG","562","2019-01-12",2
"NG","562","2019-01-21",3
"NG","562","2019-01-22",5
"NG","562","2019-02-03",1
"NG","562","2019-02-04",19
"NG","562","2019-02-18",11
"NG","562","2019-02-20",13
"NG","562","2019-02-26",3
"NG","562","2019-02-28",1
"NG","562","2019-03-02",1
"NG","562","2019-03-05",4
"NG","562","2019-03-07",4
"NG","562","2019-03-14",3
"NG","562","2019-05-03",1
"NG","562","2019-06-10",1
"NG","562","2019-06-13",1
"NG","562","2019-07-18",13
"NG","562","2019-07-19",1
"NG","562","2019-07-20",1
"NG","562","2019-07-23",1
"NG","562","2019-09-08",1
"NG","562","2019-09-11",1
"NG","562","2019-09-25",1
"NG","562","2019-10-01",1
"NG","562","2019-10-21",1
"NG","562","2019-11-03",1
"NG","562","2019-11-05",1
"NG","562","2019-11-09",4
"NG","562","2019-11-13",3
"NG","562","2020",35
"NG","562","2020-01-10",1
"NG","562","2020-01-12",3
"NG","562","2020-01-15",1
"NG","562","2020-01-16",2
"NG","562","2020-02-03",1
"NG","562","2020-02-05",2
"NG","562","2020-02-08",6
"NG","562","2020-02-09",1
"NG","562","2020-02-12",1
"NG","562","2020-02-13",3
"NG","562","2020-02-14",1
"NG","562","2020-02-17",1
"NG","562","2020-02-19",1
"NG","562","2020-02-23",1
"NG","562","2020-02-24",1
"NG","562","2020-04-13",1
"NG","562","2020-04-15",2
"NG","562","2020-04-16",11
"NG","562","2020-04-17",1
"NG","562","2020-04-18",2
"NG","562","2020-04-19",3
"NG","562","2020-04-21",1
"NG","562","2020-04-22",1
"NG","562","2020-04-24",2
"NG","562","2020-04-25",4
"NG","562","2020-04-26",1
"NG","562","2020-04-28",3
"NG","562","2020-04-29",1
"NG","562","2020-05-02",1
"NG","562","2020-05-19",1
"NG","562","2020-05-23",1
"NG","562","2020-05-28",1
"NG","562","2020-06-04",1
"NG","562","2020-06-05",1
"NG","562","2020-06-10",1
"NG","562","2020-06-11",1
"NG","562","2020-06-20",2
"NG","562","2020-07",1
"NG","562","2020-07-03",6
"NG","562","2020-07-10",2
"NG","562","2020-07-14",1
"NG","562","2020-07-19",1
"NG","562","2020-08-03",10
"NG","562","2020-08-10",9
"NG","562","2020-08-16",3
"NG","562","2020-08-17",3
"NG","562","2020-08-18",3
"NG","562","2020-08-19",1
"NG","562","2020-08-20",1
"NG","562","2020-08-30",1
"NG","562","2020-09-02",2
"NG","562","2020-09-05",13
"NG","562","2020-09-08",2
"NG","562","2020-09-16",3
"NG","562","2020-09-24",16
"NG","562","2020-10-03",11
"NG","562","2020-10-08",11
"NG","562","2020-10-28",3
"NG","562","2020-10-30",2
"NG","562","2020-10-31",3
"NG","562","2020-11-01",3
"NG","562","2020-11-02",3
"NG","562","2020-11-03",1
"NG","562","2020-11-04",1
"NG","562","2020-11-05",3
"NG","562","2020-11-06",2
"NG","562","2020-11-07",1
"NG","562","2020-11-08",3
"NG","562","2020-11-09",2
"NG","562","2020-11-10",1
"NG","562","2020-11-11",1
"NG","562","2020-11-13",1
"NG","562","2020-11-30",1
"NG","562","2021-01-01",1
"NG","562","2021-03-01",1
"NG","562","2021-03-11",1
"NG","562","2021-03-22",1
"NG","562","2021-03-31",1
"NG","562","2021-05-12",1
"NG","562","2021-07-01",2
"NG","562","2021-08-06",1
"NG","562","2021-09-27",1
"NG","562","2021-10-16",1
"NG","562","2021-12-12",1
"NG","562","2021-12-13",1
"NG","562","2023-06-08",6
"NG","573","2009-03-18",1
"NG","573","2009-04-13",1
"NG","573","2009-05-12",1
"NG","573","2009-05-14",1
"NG","573","2009-06-25",1
"NG","573","2009-07-06",1
"NG","573","2009-11-18",1
"NG","573","2010-02-12",1
"NG","573","2010-03-20",1
"NG","573","2010-04-01",1
"NG","573","2010-04-08",1
"NG","573","2010-04-27",1
"NG","573","2010-05-14",1
"NG","573","2010-06-14",1
"NG","573","2010-08-07",1
"NG","573","2010-08-30",1
"NG","573","2011-04-05",1
"NG","573","2011-05-18",1
"NG","573","2011-11-20",1
"NG","573","2012-02-06",1
"NG","573","2012-02-09",1
"NG","573","2012-08-08",1
"NG","573","2012-08-22",1
"NG","573","2012-09-10",1
"NG","573","2013-02-25",2
"NG","573","2013-03-21",1
"NG","573","2013-03-30",1
"NG","573","2013-04-01",1
"NG","573","2013-04-18",1
"NG","573","2013-04-25",1
"NG","573","2013-05-01",1
"NG","573","2013-05-08",1
"NG","573","2013-06-19",1
"NG","573","2013-08-05",1
"NG","573","2013-08-13",1
"NG","573","2013-08-30",1
"NG","573","2014-01-22",1
"NG","573","2014-01-27",1
"NG","573","2014-01-31",1
"NG","573","2014-03-17",1
"NG","573","2014-03-21",1
"NG","573","2014-04-08",1
"NG","573","2014-05-05",1
"NG","573","2014-05-20",1
"NG","573","2014-06-23",1
"NG","573","2014-09-09",1
"NG","573","2014-10-21",1
"NG","573","2014-10-28",1
"NG","573","2014-11-12",1
"NG","573","2014-12-17",1
"NG","573","2015",62
"NG","573","2015-02-16",1
"NG","573","2015-03-25",1
"NG","573","2015-03-26",1
"NG","573","2015-05-06",1
"NG","573","2015-06-06",11
"NG","573","2015-06-07",1
"NG","573","2015-06-29",1
"NG","573","2015-07-09",1
"NG","573","2015-09-28",1
"NG","573","2015-09-30",1
"NG","573","2015-10-02",1
"NG","573","2015-11-17",1
"NG","573","2015-12-15",2
"NG","573","2016",1
"NG","573","2016-02-29",1
"NG","573","2016-03-08",1
"NG","573","2016-04-25",2
"NG","573","2016-05-02",2
"NG","573","2016-05-17",3
"NG","573","2016-05-19",1
"NG","573","2016-07-25",2
"NG","573","2016-07-29",1
"NG","573","2016-08-01",1
"NG","573","2016-08-04",2
"NG","573","2017",12
"NG","573","2018",3
"NG","573","2020-04-15",1
"NG","573","2020-04-16",1
"NG","573","2020-04-18",2
"NG","573","2020-04-20",1
"NG","573","2020-04-21",1
"NG","573","2020-04-22",1
"NG","573","2020-04-24",2
"NG","573","2020-04-28",1
"NG","573","2020-10-28",4
"NG","573","2020-10-29",1
"NG","573","2020-10-30",1
"NG","573","2020-11-02",2
"NG","573","2020-11-04",1
"NG","573","2020-11-05",2
"NG","573","2020-11-06",2
"NG","573","2020-11-07",1
"NG","573","2020-11-08",1
"NG","573","2020-11-09",2
"NG","573","2020-11-10",1
"NG","573","2020-12-16",1
"NG","573","2021-02-03",2
"NG","573","2021-02-19",1
"NG","573","2021-02-21",1
"NG","573","2021-03-17",1
"NG","573","2021-03-22",1
"NG","573","2021-03-26",1
"NG","573","2021-04-01",1
"NG","573","2021-04-20",1
"NG","573","2021-05-06",1
"NG","573","2021-05-21",1
"NG","573","2021-05-31",1
"NG","573","2021-06-02",1
"NG","573","2021-06-14",1
"NG","573","2021-07-23",1
"NG","573","2021-08-07",1
"NG","573","2021-10-12",1
"NG","573","2021-11-14",1
"NG","573","2021-11-15",1
"NG","573","2021-12-17",1
"NG","573","2022-01-24",2
"NG","573","2022-01-26",1
"NG","573","2022-05-17",1
"NG","573","2022-06-06",2
"NG","59814","2020-12-12",2
"NG","59814","2021-07-19",1
"NG","615","2021-02-12",1
"NG","621","2017",1
"NG","621","2018",2
"NG","621","2020",2
"NG","621","2020-09-05",1
"NG","622","2017",2
"NG","622","2019",1
"NG","622","2019-03-05",1
"NG","622","2019-05-19",1
"NG","622","2020",3
"NG","622","2020-08-03",1
"NG","622","2020-08-10",3
"NG","622","2020-08-27",1
"NG","622","2020-10-03",1
"NG","622","2020-11-05",1
"NG","622","2021-03-31",1
"NG","623","2010",1
"NG","623","2011",1
"NG","881260","2015",1
"NG","90370","2002",1
"NG","90370","2008",1
"NG","90370","2009",17
"NG","90370","2010",29
"NG","90370","2011",8
"NG","90370","2012",9
"NG","90370","2013",65
"NG","985002","2008",1
"NI","287","2019",7
"NI","354276","2011",1
"NI","470","2019",4
"NL","1280","1998",1
"NL","1280","1999-09-11",1
"NL","1280","2005",1
"NL","1280","2006",2
"NL","1280","2007",8
"NL","1280","2007-01-09",1
"NL","1280","2007-01-23",1
"NL","1280","2007-12-19",3
"NL","1280","2007-12-20",3
"NL","1280","2007-12-21",2
"NL","1280","2007-12-24",1
"NL","1280","2007-12-29",1
"NL","1280","2008",14
"NL","1280","2008-01-02",1
"NL","1280","2008-01-14",1
"NL","1280","2008-01-17",1
"NL","1280","2008-02-12",1
"NL","1280","2008-02-13",1
"NL","1280","2008-02-26",1
"NL","1280","2008-03-13",2
"NL","1280","2008-03-27",1
"NL","1280","2008-04-22",1
"NL","1280","2008-04-23",1
"NL","1280","2008-06-11",1
"NL","1280","2008-07-02",1
"NL","1280","2008-07-16",1
"NL","1280","2008-07-22",1
"NL","1280","2008-07-25",1
"NL","1280","2008-08-04",1
"NL","1280","2008-08-05",1
"NL","1280","2008-08-15",1
"NL","1280","2008-08-19",1
"NL","1280","2008-08-21",1
"NL","1280","2008-08-27",1
"NL","1280","2008-09-17",1
"NL","1280","2008-09-18",1
"NL","1280","2008-09-23",1
"NL","1280","2008-10-02",1
"NL","1280","2008-10-07",2
"NL","1280","2008-10-27",1
"NL","1280","2008-10-29",1
"NL","1280","2008-11-04",1
"NL","1280","2008-11-07",2
"NL","1280","2008-11-26",1
"NL","1280","2008-12-11",1
"NL","1280","2008-12-12",2
"NL","1280","2008-12-15",1
"NL","1280","2008-12-17",1
"NL","1280","2008-12-18",2
"NL","1280","2008-12-20",1
"NL","1280","2008-12-21",2
"NL","1280","2008-12-26",1
"NL","1280","2008-12-29",1
"NL","1280","2009",73
"NL","1280","2009-01-05",1
"NL","1280","2009-01-07",1
"NL","1280","2009-01-12",1
"NL","1280","2009-01-14",1
"NL","1280","2009-01-30",1
"NL","1280","2009-02-02",2
"NL","1280","2009-02-09",2
"NL","1280","2009-02-17",1
"NL","1280","2009-02-27",1
"NL","1280","2009-03-05",2
"NL","1280","2009-03-08",1
"NL","1280","2009-03-19",1
"NL","1280","2009-03-30",1
"NL","1280","2009-03-31",1
"NL","1280","2009-04-06",1
"NL","1280","2009-04-14",1
"NL","1280","2009-04-23",1
"NL","1280","2009-05-02",1
"NL","1280","2009-05-06",1
"NL","1280","2009-05-08",1
"NL","1280","2009-05-26",2
"NL","1280","2009-05-29",1
"NL","1280","2009-06-08",1
"NL","1280","2009-06-11",1
"NL","1280","2009-06-16",1
"NL","1280","2009-06-25",1
"NL","1280","2009-06-30",1
"NL","1280","2009-07-27",1
"NL","1280","2009-08-01",1
"NL","1280","2009-08-09",1
"NL","1280","2009-08-10",1
"NL","1280","2009-08-16",1
"NL","1280","2009-08-20",1
"NL","1280","2009-08-28",1
"NL","1280","2009-09-02",1
"NL","1280","2009-09-07",1
"NL","1280","2009-09-10",1
"NL","1280","2009-09-22",1
"NL","1280","2009-09-29",1
"NL","1280","2009-10-06",2
"NL","1280","2009-10-09",1
"NL","1280","2009-10-12",1
"NL","1280","2009-10-13",1
"NL","1280","2009-10-20",1
"NL","1280","2009-10-23",1
"NL","1280","2009-11-03",1
"NL","1280","2009-11-17",1
"NL","1280","2009-12-02",2
"NL","1280","2009-12-03",1
"NL","1280","2009-12-07",1
"NL","1280","2009-12-16",1
"NL","1280","2009-12-19",1
"NL","1280","2009-12-22",1
"NL","1280","2009-12-28",3
"NL","1280","2009-12-29",1
"NL","1280","2009-12-30",1
"NL","1280","2010",1
"NL","1280","2010-01-01",1
"NL","1280","2010-01-04",6
"NL","1280","2010-01-05",1
"NL","1280","2010-01-07",1
"NL","1280","2010-01-08",2
"NL","1280","2010-01-20",1
"NL","1280","2010-02-01",1
"NL","1280","2010-02-24",1
"NL","1280","2010-03-09",2
"NL","1280","2010-03-10",1
"NL","1280","2010-03-25",1
"NL","1280","2010-04-06",2
"NL","1280","2010-04-07",1
"NL","1280","2010-05-03",1
"NL","1280","2010-05-12",1
"NL","1280","2010-05-26",1
"NL","1280","2010-06-01",2
"NL","1280","2010-06-02",1
"NL","1280","2010-06-06",1
"NL","1280","2010-06-10",2
"NL","1280","2010-06-22",2
"NL","1280","2010-06-26",1
"NL","1280","2010-07-04",1
"NL","1280","2010-07-08",1
"NL","1280","2010-07-11",1
"NL","1280","2010-07-14",1
"NL","1280","2010-07-19",1
"NL","1280","2010-07-21",1
"NL","1280","2010-07-22",1
"NL","1280","2010-08-09",1
"NL","1280","2010-08-18",1
"NL","1280","2010-08-24",1
"NL","1280","2010-08-27",1
"NL","1280","2010-08-31",1
"NL","1280","2010-09-02",1
"NL","1280","2010-09-06",1
"NL","1280","2010-09-11",1
"NL","1280","2010-09-13",1
"NL","1280","2010-09-20",1
"NL","1280","2010-09-27",1
"NL","1280","2010-10-01",1
"NL","1280","2010-11-05",1
"NL","1280","2010-11-16",1
"NL","1280","2010-11-24",1
"NL","1280","2010-11-30",1
"NL","1280","2010-12-01",1
"NL","1280","2010-12-03",1
"NL","1280","2010-12-07",1
"NL","1280","2010-12-09",1
"NL","1280","2010-12-13",1
"NL","1280","2010-12-15",3
"NL","1280","2010-12-22",1
"NL","1280","2010-12-23",1
"NL","1280","2010-12-27",2
"NL","1280","2010-12-28",1
"NL","1280","2010-12-29",2
"NL","1280","2010-12-30",1
"NL","1280","2011",5
"NL","1280","2011-01-01",1
"NL","1280","2011-01-04",3
"NL","1280","2011-01-05",3
"NL","1280","2011-01-06",3
"NL","1280","2011-01-11",1
"NL","1280","2011-01-12",1
"NL","1280","2011-01-17",1
"NL","1280","2011-01-31",1
"NL","1280","2011-02-08",1
"NL","1280","2011-02-10",1
"NL","1280","2011-02-12",1
"NL","1280","2011-02-15",1
"NL","1280","2011-02-21",2
"NL","1280","2011-02-23",1
"NL","1280","2011-03-09",1
"NL","1280","2011-03-11",1
"NL","1280","2011-03-22",1
"NL","1280","2011-03-30",1
"NL","1280","2011-04-04",1
"NL","1280","2011-04-05",3
"NL","1280","2011-04-06",3
"NL","1280","2011-04-07",1
"NL","1280","2011-04-08",1
"NL","1280","2011-04-11",1
"NL","1280","2011-04-12",2
"NL","1280","2011-04-15",1
"NL","1280","2011-04-21",1
"NL","1280","2011-04-22",1
"NL","1280","2011-04-27",1
"NL","1280","2011-04-28",1
"NL","1280","2011-04-29",1
"NL","1280","2011-05-11",1
"NL","1280","2011-06-07",1
"NL","1280","2011-06-15",1
"NL","1280","2011-06-21",1
"NL","1280","2011-06-27",1
"NL","1280","2011-06-28",2
"NL","1280","2011-07-04",2
"NL","1280","2011-07-05",1
"NL","1280","2011-07-07",1
"NL","1280","2011-07-09",1
"NL","1280","2011-07-15",1
"NL","1280","2011-07-20",1
"NL","1280","2011-07-21",1
"NL","1280","2011-07-27",1
"NL","1280","2011-08-01",1
"NL","1280","2011-08-15",1
"NL","1280","2011-08-31",1
"NL","1280","2011-09-16",1
"NL","1280","2011-09-26",2
"NL","1280","2011-09-27",1
"NL","1280","2011-09-28",1
"NL","1280","2011-09-30",1
"NL","1280","2011-10-06",1
"NL","1280","2011-10-10",1
"NL","1280","2011-10-13",1
"NL","1280","2011-10-15",1
"NL","1280","2011-10-20",1
"NL","1280","2011-10-21",1
"NL","1280","2011-10-26",1
"NL","1280","2011-11-04",1
"NL","1280","2011-11-08",1
"NL","1280","2011-11-10",2
"NL","1280","2011-11-16",1
"NL","1280","2011-11-19",1
"NL","1280","2011-12-05",3
"NL","1280","2011-12-15",2
"NL","1280","2011-12-19",1
"NL","1280","2011-12-20",1
"NL","1280","2011-12-23",2
"NL","1280","2011-12-27",2
"NL","1280","2011-12-29",2
"NL","1280","2011-12-30",3
"NL","1280","2012",4
"NL","1280","2012-01-02",1
"NL","1280","2012-01-05",2
"NL","1280","2012-01-09",1
"NL","1280","2012-01-11",1
"NL","1280","2012-01-12",2
"NL","1280","2012-01-16",2
"NL","1280","2012-01-31",1
"NL","1280","2012-02-01",2
"NL","1280","2012-02-03",1
"NL","1280","2012-02-10",1
"NL","1280","2012-02-16",1
"NL","1280","2012-02-17",2
"NL","1280","2012-02-28",1
"NL","1280","2012-03-01",1
"NL","1280","2012-03-06",1
"NL","1280","2012-03-19",1
"NL","1280","2012-03-20",1
"NL","1280","2012-03-21",1
"NL","1280","2012-03-29",1
"NL","1280","2012-03-30",1
"NL","1280","2012-04-04",1
"NL","1280","2012-04-16",1
"NL","1280","2012-04-23",1
"NL","1280","2012-05-23",2
"NL","1280","2012-05-26",1
"NL","1280","2012-06-05",1
"NL","1280","2012-06-18",1
"NL","1280","2012-06-20",1
"NL","1280","2012-07-18",1
"NL","1280","2012-08-03",1
"NL","1280","2012-08-10",1
"NL","1280","2012-08-11",1
"NL","1280","2012-08-15",1
"NL","1280","2012-08-30",1
"NL","1280","2012-09-03",1
"NL","1280","2012-09-04",1
"NL","1280","2012-09-13",1
"NL","1280","2012-09-15",1
"NL","1280","2012-09-19",1
"NL","1280","2012-09-20",1
"NL","1280","2012-09-26",1
"NL","1280","2012-09-28",1
"NL","1280","2012-10-04",1
"NL","1280","2012-10-05",1
"NL","1280","2012-10-09",1
"NL","1280","2012-10-10",1
"NL","1280","2012-10-11",1
"NL","1280","2012-10-14",1
"NL","1280","2012-10-15",1
"NL","1280","2012-10-16",1
"NL","1280","2012-10-18",1
"NL","1280","2012-10-21",1
"NL","1280","2012-10-25",2
"NL","1280","2012-10-26",1
"NL","1280","2012-10-30",1
"NL","1280","2012-11-02",1
"NL","1280","2012-11-05",1
"NL","1280","2012-11-08",1
"NL","1280","2012-11-14",1
"NL","1280","2012-11-16",1
"NL","1280","2012-11-20",1
"NL","1280","2012-11-22",1
"NL","1280","2012-11-26",1
"NL","1280","2012-11-27",1
"NL","1280","2012-11-28",2
"NL","1280","2012-11-29",1
"NL","1280","2012-11-30",2
"NL","1280","2012-12-04",1
"NL","1280","2012-12-07",2
"NL","1280","2012-12-08",1
"NL","1280","2012-12-11",2
"NL","1280","2012-12-12",1
"NL","1280","2012-12-18",1
"NL","1280","2012-12-22",1
"NL","1280","2012-12-24",1
"NL","1280","2013",5
"NL","1280","2013-01-21",1
"NL","1280","2013-01-29",1
"NL","1280","2013-01-30",1
"NL","1280","2013-02-03",1
"NL","1280","2013-02-05",1
"NL","1280","2013-02-08",1
"NL","1280","2013-03-27",1
"NL","1280","2013-04-10",1
"NL","1280","2013-04-18",1
"NL","1280","2013-04-22",2
"NL","1280","2013-04-28",1
"NL","1280","2013-05-07",1
"NL","1280","2013-05-12",1
"NL","1280","2013-05-14",1
"NL","1280","2013-05-16",1
"NL","1280","2013-05-23",2
"NL","1280","2013-06-03",1
"NL","1280","2013-06-04",1
"NL","1280","2013-06-07",1
"NL","1280","2013-07-02",1
"NL","1280","2013-08-26",1
"NL","1280","2013-10-08",1
"NL","1280","2013-10-28",1
"NL","1280","2013-10-29",1
"NL","1280","2013-10-31",1
"NL","1280","2013-11-08",1
"NL","1280","2013-11-13",1
"NL","1280","2013-12-10",3
"NL","1280","2013-12-11",1
"NL","1280","2013-12-23",1
"NL","1280","2013-12-27",2
"NL","1280","2013-12-29",1
"NL","1280","2014",53
"NL","1280","2014-01-06",3
"NL","1280","2014-01-13",2
"NL","1280","2014-01-15",1
"NL","1280","2014-01-20",1
"NL","1280","2014-02-13",2
"NL","1280","2014-02-17",2
"NL","1280","2014-02-24",1
"NL","1280","2014-03-02",1
"NL","1280","2014-03-03",2
"NL","1280","2014-03-06",1
"NL","1280","2014-03-08",1
"NL","1280","2014-03-17",1
"NL","1280","2014-03-31",3
"NL","1280","2014-04-01",1
"NL","1280","2014-04-03",2
"NL","1280","2014-04-11",1
"NL","1280","2014-04-14",4
"NL","1280","2014-04-16",1
"NL","1280","2014-04-22",1
"NL","1280","2014-04-23",1
"NL","1280","2014-04-28",3
"NL","1280","2014-05-04",1
"NL","1280","2014-05-05",1
"NL","1280","2014-05-10",1
"NL","1280","2014-05-12",1
"NL","1280","2014-05-19",5
"NL","1280","2014-05-20",1
"NL","1280","2014-05-22",1
"NL","1280","2014-05-26",5
"NL","1280","2014-06-03",1
"NL","1280","2014-06-04",1
"NL","1280","2014-06-09",1
"NL","1280","2014-06-13",1
"NL","1280","2014-06-16",1
"NL","1280","2014-06-17",2
"NL","1280","2014-06-20",1
"NL","1280","2014-06-25",1
"NL","1280","2014-06-27",2
"NL","1280","2014-06-28",1
"NL","1280","2014-06-30",1
"NL","1280","2014-07-01",1
"NL","1280","2014-07-14",1
"NL","1280","2014-07-21",1
"NL","1280","2014-07-22",1
"NL","1280","2014-07-31",2
"NL","1280","2014-08-04",1
"NL","1280","2014-08-05",1
"NL","1280","2014-08-08",2
"NL","1280","2014-08-11",3
"NL","1280","2014-08-13",3
"NL","1280","2014-08-14",1
"NL","1280","2014-08-18",3
"NL","1280","2014-08-20",1
"NL","1280","2014-08-22",2
"NL","1280","2014-08-25",1
"NL","1280","2014-08-27",1
"NL","1280","2014-08-29",1
"NL","1280","2014-09-01",1
"NL","1280","2014-09-02",3
"NL","1280","2014-09-08",3
"NL","1280","2014-09-15",2
"NL","1280","2014-09-16",1
"NL","1280","2014-09-17",2
"NL","1280","2014-09-22",1
"NL","1280","2014-09-24",1
"NL","1280","2014-09-25",1
"NL","1280","2014-09-26",1
"NL","1280","2014-10-01",1
"NL","1280","2014-10-09",1
"NL","1280","2014-10-14",1
"NL","1280","2014-10-15",2
"NL","1280","2014-10-16",1
"NL","1280","2014-10-27",2
"NL","1280","2014-10-29",1
"NL","1280","2014-11-03",2
"NL","1280","2014-11-06",1
"NL","1280","2014-11-15",1
"NL","1280","2014-11-16",1
"NL","1280","2014-12-01",1
"NL","1280","2014-12-15",1
"NL","1280","2014-12-22",1
"NL","1280","2014-12-29",3
"NL","1280","2015",5
"NL","1280","2015-01-02",1
"NL","1280","2015-01-15",1
"NL","1280","2015-01-16",1
"NL","1280","2015-01-22",1
"NL","1280","2015-01-28",1
"NL","1280","2015-02-03",1
"NL","1280","2015-02-04",1
"NL","1280","2015-02-11",2
"NL","1280","2015-02-23",1
"NL","1280","2015-03-09",2
"NL","1280","2015-03-11",1
"NL","1280","2015-03-18",1
"NL","1280","2015-03-20",1
"NL","1280","2015-03-24",1
"NL","1280","2015-04-01",1
"NL","1280","2015-04-06",1
"NL","1280","2015-04-07",1
"NL","1280","2015-04-13",2
"NL","1280","2015-04-14",1
"NL","1280","2015-04-21",1
"NL","1280","2015-05-05",1
"NL","1280","2015-05-23",2
"NL","1280","2015-05-26",1
"NL","1280","2015-06-01",1
"NL","1280","2015-06-03",1
"NL","1280","2015-06-08",1
"NL","1280","2015-06-11",1
"NL","1280","2015-06-15",1
"NL","1280","2015-06-17",2
"NL","1280","2015-06-25",1
"NL","1280","2015-06-26",1
"NL","1280","2015-07-04",1
"NL","1280","2015-07-07",1
"NL","1280","2015-07-16",1
"NL","1280","2015-07-20",1
"NL","1280","2015-07-22",1
"NL","1280","2015-07-27",2
"NL","1280","2015-07-31",1
"NL","1280","2015-08-04",1
