"country","taxid","country_date","count"
"CA","28901","2017-10-31",3
"CA","28901","2017-11-01",2
"CA","28901","2017-11-02",3
"CA","28901","2017-11-03",3
"CA","28901","2017-11-04",5
"CA","28901","2017-11-05",2
"CA","28901","2017-11-06",2
"CA","28901","2017-11-07",3
"CA","28901","2017-11-08",4
"CA","28901","2017-11-09",4
"CA","28901","2017-11-10",4
"CA","28901","2017-11-11",2
"CA","28901","2017-11-12",1
"CA","28901","2017-11-13",1
"CA","28901","2017-11-14",1
"CA","28901","2017-11-15",1
"CA","28901","2017-11-16",1
"CA","28901","2017-11-17",3
"CA","28901","2017-11-18",3
"CA","28901","2017-11-19",3
"CA","28901","2017-11-20",4
"CA","28901","2017-11-21",2
"CA","28901","2017-11-22",1
"CA","28901","2017-11-23",4
"CA","28901","2017-11-24",1
"CA","28901","2017-11-25",3
"CA","28901","2017-11-26",1
"CA","28901","2017-11-28",1
"CA","28901","2017-11-29",2
"CA","28901","2017-12-01",1
"CA","28901","2017-12-02",3
"CA","28901","2017-12-03",1
"CA","28901","2017-12-04",5
"CA","28901","2017-12-05",4
"CA","28901","2017-12-06",5
"CA","28901","2017-12-07",7
"CA","28901","2017-12-08",4
"CA","28901","2017-12-09",2
"CA","28901","2017-12-10",1
"CA","28901","2017-12-11",3
"CA","28901","2017-12-12",2
"CA","28901","2017-12-13",2
"CA","28901","2017-12-14",3
"CA","28901","2017-12-15",1
"CA","28901","2017-12-16",2
"CA","28901","2017-12-18",2
"CA","28901","2017-12-19",3
"CA","28901","2017-12-20",3
"CA","28901","2017-12-21",1
"CA","28901","2017-12-22",2
"CA","28901","2017-12-23",3
"CA","28901","2017-12-25",1
"CA","28901","2017-12-26",3
"CA","28901","2017-12-27",3
"CA","28901","2017-12-28",5
"CA","28901","2017-12-29",4
"CA","28901","2017-12-31",2
"CA","28901","2018",799
"CA","28901","2018-01-02",3
"CA","28901","2018-01-04",6
"CA","28901","2018-01-05",2
"CA","28901","2018-01-07",2
"CA","28901","2018-01-08",4
"CA","28901","2018-01-09",3
"CA","28901","2018-01-10",2
"CA","28901","2018-01-11",3
"CA","28901","2018-01-12",3
"CA","28901","2018-01-13",4
"CA","28901","2018-01-14",2
"CA","28901","2018-01-15",3
"CA","28901","2018-01-16",4
"CA","28901","2018-01-18",4
"CA","28901","2018-01-19",3
"CA","28901","2018-01-20",3
"CA","28901","2018-01-21",1
"CA","28901","2018-01-23",3
"CA","28901","2018-01-24",7
"CA","28901","2018-01-25",2
"CA","28901","2018-01-26",4
"CA","28901","2018-01-27",1
"CA","28901","2018-01-28",2
"CA","28901","2018-01-29",3
"CA","28901","2018-01-30",6
"CA","28901","2018-01-31",1
"CA","28901","2018-02-01",4
"CA","28901","2018-02-02",2
"CA","28901","2018-02-03",2
"CA","28901","2018-02-04",1
"CA","28901","2018-02-05",2
"CA","28901","2018-02-06",4
"CA","28901","2018-02-07",2
"CA","28901","2018-02-08",2
"CA","28901","2018-02-09",3
"CA","28901","2018-02-10",3
"CA","28901","2018-02-11",1
"CA","28901","2018-02-12",4
"CA","28901","2018-02-13",3
"CA","28901","2018-02-14",1
"CA","28901","2018-02-15",3
"CA","28901","2018-02-16",4
"CA","28901","2018-02-18",2
"CA","28901","2018-02-19",8
"CA","28901","2018-02-20",3
"CA","28901","2018-02-21",4
"CA","28901","2018-02-22",2
"CA","28901","2018-02-23",7
"CA","28901","2018-02-24",1
"CA","28901","2018-02-25",4
"CA","28901","2018-02-26",4
"CA","28901","2018-02-27",3
"CA","28901","2018-02-28",2
"CA","28901","2018-03-01",3
"CA","28901","2018-03-02",4
"CA","28901","2018-03-04",4
"CA","28901","2018-03-05",2
"CA","28901","2018-03-06",1
"CA","28901","2018-03-07",2
"CA","28901","2018-03-08",3
"CA","28901","2018-03-09",5
"CA","28901","2018-03-10",3
"CA","28901","2018-03-11",3
"CA","28901","2018-03-12",6
"CA","28901","2018-03-13",6
"CA","28901","2018-03-14",3
"CA","28901","2018-03-15",1
"CA","28901","2018-03-16",6
"CA","28901","2018-03-17",1
"CA","28901","2018-03-18",2
"CA","28901","2018-03-19",2
"CA","28901","2018-03-20",3
"CA","28901","2018-03-21",4
"CA","28901","2018-03-22",4
"CA","28901","2018-03-25",2
"CA","28901","2018-03-26",4
"CA","28901","2018-03-27",2
"CA","28901","2018-03-28",3
"CA","28901","2018-03-29",2
"CA","28901","2018-03-30",2
"CA","28901","2018-03-31",1
"CA","28901","2018-04-01",3
"CA","28901","2018-04-02",2
"CA","28901","2018-04-03",3
"CA","28901","2018-04-04",4
"CA","28901","2018-04-05",4
"CA","28901","2018-04-06",1
"CA","28901","2018-04-07",2
"CA","28901","2018-04-08",1
"CA","28901","2018-04-09",3
"CA","28901","2018-04-10",3
"CA","28901","2018-04-11",1
"CA","28901","2018-04-12",3
"CA","28901","2018-04-13",1
"CA","28901","2018-04-14",4
"CA","28901","2018-04-15",2
"CA","28901","2018-04-16",6
"CA","28901","2018-04-17",8
"CA","28901","2018-04-18",6
"CA","28901","2018-04-19",1
"CA","28901","2018-04-20",1
"CA","28901","2018-04-21",3
"CA","28901","2018-04-22",2
"CA","28901","2018-04-23",2
"CA","28901","2018-04-24",2
"CA","28901","2018-04-26",3
"CA","28901","2018-04-27",7
"CA","28901","2018-04-28",3
"CA","28901","2018-04-29",1
"CA","28901","2018-04-30",4
"CA","28901","2018-05-01",8
"CA","28901","2018-05-02",3
"CA","28901","2018-05-03",3
"CA","28901","2018-05-04",1
"CA","28901","2018-05-05",1
"CA","28901","2018-05-06",2
"CA","28901","2018-05-07",4
"CA","28901","2018-05-08",2
"CA","28901","2018-05-09",2
"CA","28901","2018-05-10",6
"CA","28901","2018-05-12",1
"CA","28901","2018-05-13",2
"CA","28901","2018-05-14",2
"CA","28901","2018-05-15",6
"CA","28901","2018-05-16",3
"CA","28901","2018-05-17",2
"CA","28901","2018-05-18",1
"CA","28901","2018-05-19",3
"CA","28901","2018-05-20",1
"CA","28901","2018-05-21",1
"CA","28901","2018-05-22",3
"CA","28901","2018-05-24",3
"CA","28901","2018-05-25",3
"CA","28901","2018-05-26",3
"CA","28901","2018-05-27",3
"CA","28901","2018-05-28",2
"CA","28901","2018-05-29",5
"CA","28901","2018-05-30",4
"CA","28901","2018-05-31",2
"CA","28901","2018-06",1
"CA","28901","2018-06-01",4
"CA","28901","2018-06-02",1
"CA","28901","2018-06-03",1
"CA","28901","2018-06-04",5
"CA","28901","2018-06-05",4
"CA","28901","2018-06-06",1
"CA","28901","2018-06-07",4
"CA","28901","2018-06-08",2
"CA","28901","2018-06-10",2
"CA","28901","2018-06-11",3
"CA","28901","2018-06-12",7
"CA","28901","2018-06-13",1
"CA","28901","2018-06-14",3
"CA","28901","2018-06-15",3
"CA","28901","2018-06-16",2
"CA","28901","2018-06-17",1
"CA","28901","2018-06-18",2
"CA","28901","2018-06-19",1
"CA","28901","2018-06-20",7
"CA","28901","2018-06-21",3
"CA","28901","2018-06-22",4
"CA","28901","2018-06-23",1
"CA","28901","2018-06-24",3
"CA","28901","2018-06-25",2
"CA","28901","2018-06-26",3
"CA","28901","2018-06-27",2
"CA","28901","2018-06-28",5
"CA","28901","2018-06-29",1
"CA","28901","2018-06-30",3
"CA","28901","2018-07-01",5
"CA","28901","2018-07-03",3
"CA","28901","2018-07-05",2
"CA","28901","2018-07-16",1
"CA","28901","2018-07-18",1
"CA","28901","2018-07-19",2
"CA","28901","2018-07-20",1
"CA","28901","2018-07-22",2
"CA","28901","2018-07-23",1
"CA","28901","2018-07-25",1
"CA","28901","2018-07-29",1
"CA","28901","2018-08-26",1
"CA","28901","2018-11-15",1
"CA","28901","2018-11-18",2
"CA","28901","2018-11-19",1
"CA","28901","2018-11-23",1
"CA","28901","2018-11-25",1
"CA","28901","2018-11-28",2
"CA","28901","2018-11-29",2
"CA","28901","2018-12-01",3
"CA","28901","2018-12-03",1
"CA","28901","2018-12-04",3
"CA","28901","2018-12-06",2
"CA","28901","2018-12-08",1
"CA","28901","2018-12-09",2
"CA","28901","2018-12-10",3
"CA","28901","2018-12-11",4
"CA","28901","2018-12-13",4
"CA","28901","2018-12-14",3
"CA","28901","2018-12-15",3
"CA","28901","2018-12-16",1
"CA","28901","2018-12-17",1
"CA","28901","2018-12-18",3
"CA","28901","2018-12-19",1
"CA","28901","2018-12-20",1
"CA","28901","2018-12-22",2
"CA","28901","2018-12-25",1
"CA","28901","2018-12-27",1
"CA","28901","2018-12-29",1
"CA","28901","2018-12-31",1
"CA","28901","2019",26
"CA","28901","2019-01-01",1
"CA","28901","2019-01-02",1
"CA","28901","2019-01-03",1
"CA","28901","2019-01-04",1
"CA","28901","2019-01-06",1
"CA","28901","2019-01-07",1
"CA","28901","2019-01-09",1
"CA","28901","2019-01-14",1
"CA","28901","2019-01-15",2
"CA","28901","2019-01-18",2
"CA","28901","2019-01-20",1
"CA","28901","2019-01-21",1
"CA","28901","2019-01-22",1
"CA","28901","2019-01-23",1
"CA","28901","2019-01-28",1
"CA","28901","2019-02",1
"CA","28901","2019-02-01",1
"CA","28901","2019-02-04",3
"CA","28901","2019-02-06",1
"CA","28901","2019-02-10",2
"CA","28901","2019-02-14",1
"CA","28901","2019-02-19",1
"CA","28901","2019-02-28",1
"CA","28901","2019-03-06",1
"CA","28901","2019-03-08",1
"CA","28901","2019-03-09",1
"CA","28901","2019-03-10",1
"CA","28901","2019-03-11",1
"CA","28901","2019-03-13",2
"CA","28901","2019-03-15",3
"CA","28901","2019-03-18",1
"CA","28901","2019-03-22",1
"CA","28901","2019-03-27",1
"CA","28901","2019-03-29",1
"CA","28901","2019-04-05",1
"CA","28901","2019-04-06",2
"CA","28901","2019-04-09",1
"CA","28901","2019-04-10",1
"CA","28901","2019-04-23",1
"CA","28901","2019-05",1
"CA","28901","2019-05-06",2
"CA","28901","2019-05-08",1
"CA","28901","2019-05-10",1
"CA","28901","2019-05-17",1
"CA","28901","2019-05-22",1
"CA","28901","2019-06-03",2
"CA","28901","2019-06-04",1
"CA","28901","2019-06-22",1
"CA","28901","2019-07-03",1
"CA","28901","2019-08-08",1
"CA","28901","2019-08-19",1
"CA","28901","2019-08-20",1
"CA","28901","2019-08-31",1
"CA","28901","2019-09-16",1
"CA","28901","2019-09-30",1
"CA","28901","2019-10-04",1
"CA","28901","2019-10-24",1
"CA","28901","2019-12-04",1
"CA","28901","2019-12-08",1
"CA","28901","2019-12-19",1
"CA","28901","2020",46
"CA","28901","2020-01-03",1
"CA","28901","2020-01-13",1
"CA","28901","2020-01-21",1
"CA","28901","2020-02-15",1
"CA","28901","2020-02-17",1
"CA","28901","2020-02-18",1
"CA","28901","2020-02-24",2
"CA","28901","2020-03-02",2
"CA","28901","2020-03-03",2
"CA","28901","2020-03-07",1
"CA","28901","2020-03-13",1
"CA","28901","2020-03-14",1
"CA","28901","2020-04-03",1
"CA","28901","2020-04-20",1
"CA","28901","2020-05-12",1
"CA","28901","2020-05-17",1
"CA","28901","2020-05-20",1
"CA","28901","2020-06-01",3
"CA","28901","2020-07-08",1
"CA","28901","2020-07-14",1
"CA","28901","2020-07-25",1
"CA","28901","2020-07-28",3
"CA","28901","2020-07-30",4
"CA","28901","2020-08-04",4
"CA","28901","2020-08-06",1
"CA","28901","2020-08-11",3
"CA","28901","2020-08-13",1
"CA","28901","2020-08-20",2
"CA","28901","2020-08-22",1
"CA","28901","2020-08-23",1
"CA","28901","2020-08-27",2
"CA","28901","2020-08-29",1
"CA","28901","2020-08-30",3
"CA","28901","2020-09-02",1
"CA","28901","2020-09-03",1
"CA","28901","2020-09-09",1
"CA","28901","2020-09-11",1
"CA","28901","2020-10-20",1
"CA","28901","2020-11-17",2
"CA","28901","2020-12-04",1
"CA","28901","2021",38
"CA","28901","2021-01-05",1
"CA","28901","2021-01-28",1
"CA","28901","2021-02-03",3
"CA","28901","2021-03-05",1
"CA","28901","2021-03-10",2
"CA","28901","2021-03-18",1
"CA","28901","2021-04-01",1
"CA","28901","2021-04-12",1
"CA","28901","2021-05-05",1
"CA","28901","2021-05-06",1
"CA","28901","2021-05-12",1
"CA","28901","2021-06-06",1
"CA","28901","2021-06-11",1
"CA","28901","2021-06-18",1
"CA","28901","2021-06-25",1
"CA","28901","2021-07-09",1
"CA","28901","2021-08-04",1
"CA","28901","2021-08-27",2
"CA","28901","2021-10-04",1
"CA","28901","2021-10-14",1
"CA","28901","2021-10-18",1
"CA","28901","2021-10-19",1
"CA","28901","2021-10-21",2
"CA","28901","2021-11-08",1
"CA","28901","2021-11-10",2
"CA","28901","2021-11-11",2
"CA","28901","2021-11-12",1
"CA","28901","2021-11-17",1
"CA","28901","2021-11-18",1
"CA","28901","2021-11-29",1
"CA","28901","2021-12-01",1
"CA","28901","2021-12-02",1
"CA","28901","2021-12-06",1
"CA","28901","2021-12-09",1
"CA","28901","2021-12-10",2
"CA","28901","2021-12-12",1
"CA","28901","2022-01-18",1
"CA","28901","2022-01-22",1
"CA","28901","2022-02-01",1
"CA","28901","2022-03-01",1
"CA","28901","2022-03-07",1
"CA","28901","2022-03-08",1
"CA","28901","2022-03-25",1
"CA","28901","2022-03-27",2
"CA","28901","2022-03-29",1
"CA","28901","2022-03-31",1
"CA","28901","2022-04-05",1
"CA","28901","2022-04-08",1
"CA","28901","2022-04-12",2
"CA","28901","2022-05-10",1
"CA","28901","2022-05-17",1
"CA","28901","2022-05-25",1
"CA","28901","2022-07-21",1
"CA","28901","2022-07-30",1
"CA","28901","2022-08-03",1
"CA","28901","2022-08-04",1
"CA","28901","2022-08-06",1
"CA","28901","2022-08-08",2
"CA","28901","2022-08-11",1
"CA","28901","2022-08-23",1
"CA","28901","2022-08-31",1
"CA","28901","2022-09-02",1
"CA","28901","2022-09-05",1
"CA","28901","2022-09-11",1
"CA","28901","2022-10-15",1
"CA","28901","2022-10-21",1
"CA","28901","2022-10-26",1
"CA","28901","2022-10-27",2
"CA","28901","2022-10-30",1
"CA","28901","2022-10-31",1
"CA","28901","2022-11-02",1
"CA","28901","2022-11-04",2
"CA","28901","2022-11-07",1
"CA","28901","2022-12-11",1
"CA","28901","2023",3
"CA","28901","2023-01-20",1
"CA","28901","2023-02-03",1
"CA","28901","2023-02-13",1
"CA","28901","2023-03-04",1
"CA","28901","2023-03-09",1
"CA","28901","2023-03-24",1
"CA","28901","2023-04-05",2
"CA","28901","2023-05-02",1
"CA","28901","2023-06-01",1
"CA","28901","2023-07-04",1
"CA","28901","2023-07-17",3
"CA","28901","2023-07-19",1
"CA","28901","2023-08-01",1
"CA","28901","2023-08-29",1
"CA","28901","2023-09-05",1
"CA","28901","2023-09-09",1
"CA","28901","2023-10-05",1
"CA","28901","2023-12-06",1
"CA","28901","2024",1
"CA","28901","2024-01-04",2
"CA","28901","2024-01-05",1
"CA","28901","2024-01-06",1
"CA","28901","2024-01-07",1
"CA","28901","2024-01-31",1
"CA","28901","2024-02-02",1
"CA","28901","2024-02-15",1
"CA","28901","2024-02-29",1
"CA","28901","2024-03-13",1
"CA","28901","2024-03-15",2
"CA","28901","2024-03-27",1
"CA","28901","2024-04-09",1
"CA","28901","2024-04-12",2
"CA","28901","2024-04-18",2
"CA","28901","2024-05-08",1
"CA","28901","2024-05-22",2
"CA","28901","2024-05-29",1
"CA","28901","2024-06-06",1
"CA","28901","2024-06-12",1
"CA","28901","2024-06-20",1
"CA","28901","2024-07-08",1
"CA","28901","2024-08-20",1
"CA","28901","2024-09-12",1
"CA","28901","2024-09-20",1
"CA","28901","2024-10-07",1
"CA","28901","2024-10-10",2
"CA","28901","2024-11-05",1
"CA","28901","2024-11-08",1
"CA","28901","2024-11-12",1
"CA","28901","2024-11-20",1
"CA","28901","2024-12-04",2
"CA","28901","2024-12-10",1
"CA","28901","2024-12-17",1
"CA","28901","2025",6
"CA","28901","2025-01-28",5
"CA","294","2017",1
"CA","32644","1958",1
"CA","32644","1996",1
"CA","32644","2002",1
"CA","32644","2006-10-10",1
"CA","32644","2007-01-05",1
"CA","32644","2007-07-03",1
"CA","32644","2008-06-22",1
"CA","32644","2010",8
"CA","32644","2011",2
"CA","32644","2011-03-02",1
"CA","32644","2012",1
"CA","32644","2012-06-18",1
"CA","32644","2012-10-05",1
"CA","32644","2012-11",3
"CA","32644","2013",12
"CA","32644","2013-11-13",1
"CA","32644","2014",4
"CA","32644","2014-06-24",1
"CA","32644","2015",3
"CA","32644","2016",1
"CA","32644","2017",2
"CA","32644","2017-01-19",9
"CA","32644","2018",2
"CA","32644","2019",1
"CA","32644","2022-06-24",1
"CA","354276","1982",2
"CA","354276","1994-09-29",1
"CA","354276","2002",1
"CA","354276","2008",2
"CA","354276","2008-01-08",1
"CA","354276","2008-02-13",1
"CA","354276","2008-06-14",1
"CA","354276","2008-09-01",1
"CA","354276","2008-10-02",1
"CA","354276","2008-10-07",1
"CA","354276","2008-10-12",1
"CA","354276","2009",1
"CA","354276","2009-01-02",1
"CA","354276","2009-01-05",1
"CA","354276","2009-02-10",1
"CA","354276","2009-02-13",1
"CA","354276","2009-09-04",1
"CA","354276","2010",6
"CA","354276","2010-01-02",1
"CA","354276","2010-01-03",2
"CA","354276","2010-01-21",1
"CA","354276","2010-01-26",1
"CA","354276","2010-02-07",1
"CA","354276","2010-02-13",1
"CA","354276","2010-03-02",1
"CA","354276","2010-03-14",1
"CA","354276","2010-05-15",1
"CA","354276","2010-05-22",1
"CA","354276","2010-05-23",1
"CA","354276","2010-07-20",1
"CA","354276","2010-11-03",1
"CA","354276","2011",20
"CA","354276","2011-01-01",2
"CA","354276","2011-01-04",2
"CA","354276","2011-01-09",1
"CA","354276","2011-01-30",1
"CA","354276","2011-02-10",1
"CA","354276","2011-02-13",2
"CA","354276","2011-02-15",1
"CA","354276","2011-03-03",1
"CA","354276","2011-04-05",1
"CA","354276","2011-04-09",1
"CA","354276","2011-04-29",1
"CA","354276","2011-06-02",1
"CA","354276","2011-07-03",1
"CA","354276","2011-10-03",1
"CA","354276","2012",10
"CA","354276","2012-01-08",1
"CA","354276","2012-01-19",1
"CA","354276","2012-02-13",1
"CA","354276","2012-02-19",1
"CA","354276","2012-03-03",1
"CA","354276","2012-03-29",1
"CA","354276","2012-05-03",1
"CA","354276","2012-06-04",1
"CA","354276","2012-06-05",1
"CA","354276","2012-07-13",1
"CA","354276","2013",8
"CA","354276","2013-01-05",2
"CA","354276","2013-01-23",1
"CA","354276","2013-01-28",1
"CA","354276","2013-02-06",1
"CA","354276","2013-09-15",1
"CA","354276","2014",12
"CA","354276","2014-01-11",1
"CA","354276","2014-01-30",1
"CA","354276","2014-04-01",1
"CA","354276","2014-04-04",1
"CA","354276","2014-06-14",1
"CA","354276","2014-07-04",1
"CA","354276","2015",46
"CA","354276","2015-02-03",1
"CA","354276","2015-02-13",1
"CA","354276","2015-02-14",1
"CA","354276","2015-05-01",1
"CA","354276","2015-07-02",1
"CA","354276","2015-07-21",1
"CA","354276","2015-08-01",1
"CA","354276","2015-08-21",1
"CA","354276","2016",39
"CA","354276","2016-01-07",1
"CA","354276","2016-01-09",1
"CA","354276","2016-01-19",1
"CA","354276","2016-02-10",1
"CA","354276","2016-02-22",1
"CA","354276","2016-03-06",1
"CA","354276","2016-06",1
"CA","354276","2016-06-01",1
"CA","354276","2016-06-02",1
"CA","354276","2016-06-13",1
"CA","354276","2016-07",1
"CA","354276","2016-07-05",1
"CA","354276","2016-08-02",1
"CA","354276","2017",35
"CA","354276","2017-01-02",1
"CA","354276","2017-01-14",2
"CA","354276","2017-01-16",1
"CA","354276","2017-01-19",1
"CA","354276","2017-01-21",1
"CA","354276","2017-01-24",1
"CA","354276","2017-02-09",1
"CA","354276","2017-03",1
"CA","354276","2017-03-11",1
"CA","354276","2017-03-15",4
"CA","354276","2017-04-03",1
"CA","354276","2017-04-12",2
"CA","354276","2017-04-14",1
"CA","354276","2017-04-21",1
"CA","354276","2017-04-26",1
"CA","354276","2017-04-28",1
"CA","354276","2017-05-07",1
"CA","354276","2017-05-14",1
"CA","354276","2017-05-25",1
"CA","354276","2017-10-11",8
"CA","354276","2017-12-12",2
"CA","354276","2018",35
"CA","354276","2018-01-09",1
"CA","354276","2018-01-27",1
"CA","354276","2018-01-28",1
"CA","354276","2018-03-01",1
"CA","354276","2018-03-11",1
"CA","354276","2018-03-17",1
"CA","354276","2018-04-18",1
"CA","354276","2018-05-05",1
"CA","354276","2018-07-01",1
"CA","354276","2018-07-17",1
"CA","354276","2018-08-01",1
"CA","354276","2018-09-16",1
"CA","354276","2018-10-02",1
"CA","354276","2018-10-05",1
"CA","354276","2018-10-12",1
"CA","354276","2019",50
"CA","354276","2019-11-21",1
"CA","354276","2019-11-22",1
"CA","354276","2020",53
"CA","354276","2020-03-08",1
"CA","354276","2020-03-09",3
"CA","354276","2020-03-14",2
"CA","354276","2020-03-15",1
"CA","354276","2020-11-05",1
"CA","354276","2021",26
"CA","354276","2022",5
"CA","354276","2022-01-29",1
"CA","354276","2022-04-13",1
"CA","354276","2022-04-26",1
"CA","354276","2022-06-07",1
"CA","354276","2022-06-20",1
"CA","354276","2022-07-15",1
"CA","354276","2022-07-28",1
"CA","354276","2022-08-09",1
"CA","354276","2022-08-12",1
"CA","354276","2022-08-23",1
"CA","354276","2022-08-27",1
"CA","354276","2022-09-04",1
"CA","354276","2022-09-09",1
"CA","354276","2023",9
"CA","354276","2023-01-31",1
"CA","354276","2023-02-02",1
"CA","354276","2023-03-25",1
"CA","354276","2023-03-30",1
"CA","354276","2023-04-11",1
"CA","354276","2023-04-12",1
"CA","354276","2023-04-20",1
"CA","354276","2023-04-22",1
"CA","354276","2023-04-25",1
"CA","354276","2023-04-26",1
"CA","354276","2023-05-08",1
"CA","354276","2023-05-16",1
"CA","354276","2023-05-29",1
"CA","354276","2023-06-12",3
"CA","354276","2023-06-26",1
"CA","354276","2023-08-21",2
"CA","354276","2023-09-25",1
"CA","354276","2023-10-04",1
"CA","354276","2023-10-11",1
"CA","354276","2023-10-18",1
"CA","354276","2023-10-20",1
"CA","354276","2023-11-16",1
"CA","354276","2023-12-06",1
"CA","354276","2023-12-19",1
"CA","354276","2024-07-17",1
"CA","354276","2024-07-18",1
"CA","354276","2024-08-09",1
"CA","354276","2024-08-12",1
"CA","354276","2024-09-10",1
"CA","354276","2024-10-03",1
"CA","354276","2024-10-08",2
"CA","354276","2024-10-31",1
"CA","354276","2024-11-04",1
"CA","354276","2024-11-07",1
"CA","354276","2024-11-28",1
"CA","354276","2024-12-04",1
"CA","354276","2024-12-18",1
"CA","354276","2024-12-31",1
"CA","43263","2017",1
"CA","470","2007",1
"CA","470","2010",9
"CA","470","2011",2
"CA","470","2012",9
"CA","470","2013",37
"CA","470","2013-07-09",1
"CA","470","2013-09-05",1
"CA","470","2013-09-16",1
"CA","470","2014",12
"CA","470","2014-04-10",2
"CA","470","2014-04-21",1
"CA","470","2015",17
"CA","470","2016",19
"CA","470","2017",1
"CA","470","2018",2
"CA","470","2018-08-20",2
"CA","470","2022",1
"CA","470","2022-12-08",1
"CA","470","2023-01-11",3
"CA","470","2023-01-24",5
"CA","470","2023-03-02",3
"CA","470","2023-03-20",6
"CA","470","2023-04-20",2
"CA","470","2023-05-08",2
"CA","470","2023-05-16",3
"CA","470","2023-06-01",2
"CA","470","2023-06-05",3
"CA","470","2023-06-12",1
"CA","470","2023-06-15",1
"CA","470","2023-09-08",2
"CA","470","2023-10-23",1
"CA","470","2024-07-11",1
"CA","48296","2015",4
"CA","48296","2016",1
"CA","485","1980",20
"CA","485","1989",1
"CA","485","1989-01-01",1
"CA","485","1991-01-01",2
"CA","485","1994-05-01",1
"CA","485","1996-01-01",1
"CA","485","1997",7
"CA","485","1997-01-01",1
"CA","485","1998",10
"CA","485","1998-01-01",2
"CA","485","1999",8
"CA","485","2000",7
"CA","485","2000-12-20",1
"CA","485","2001",2
"CA","485","2001-01-01",1
"CA","485","2001-01-15",1
"CA","485","2001-01-25",1
"CA","485","2001-02-08",1
"CA","485","2001-04-04",1
"CA","485","2001-11-01",1
"CA","485","2001-11-20",1
"CA","485","2002",2
"CA","485","2002-10-22",1
"CA","485","2003",1
"CA","485","2004",3
"CA","485","2004-09-07",1
"CA","485","2004-09-22",1
"CA","485","2005",7
"CA","485","2005-04-29",1
"CA","485","2005-07-19",1
"CA","485","2005-08-01",1
"CA","485","2005-10-15",1
"CA","485","2005-10-25",1
"CA","485","2005-11-24",1
"CA","485","2005-12-01",1
"CA","485","2006",14
"CA","485","2006-01-01",3
"CA","485","2006-01-05",1
"CA","485","2006-01-24",1
"CA","485","2006-03-01",2
"CA","485","2006-06-01",1
"CA","485","2006-07-01",1
"CA","485","2006-07-04",1
"CA","485","2006-08-01",1
"CA","485","2006-09-27",2
"CA","485","2006-12-19",1
"CA","485","2007",15
"CA","485","2007-01-19",1
"CA","485","2007-01-30",1
"CA","485","2007-08-01",1
"CA","485","2007-09-01",1
"CA","485","2007-11-01",1
"CA","485","2007-11-07",1
"CA","485","2008",7
"CA","485","2008-09-09",1
"CA","485","2008-09-27",1
"CA","485","2008-10-15",1
"CA","485","2008-10-22",4
"CA","485","2008-10-23",1
"CA","485","2008-10-29",1
"CA","485","2009",7
"CA","485","2009-01-01",5
"CA","485","2009-01-05",1
"CA","485","2009-04-08",1
"CA","485","2009-07-22",3
"CA","485","2009-07-29",1
"CA","485","2009-08-08",1
"CA","485","2009-09-03",1
"CA","485","2009-09-10",1
"CA","485","2009-12-23",2
"CA","485","2010",32
"CA","485","2010-01-01",19
"CA","485","2010-01-06",2
"CA","485","2010-01-12",1
"CA","485","2010-01-27",1
"CA","485","2010-02-17",1
"CA","485","2010-03-17",2
"CA","485","2010-04-19",1
"CA","485","2010-05-05",1
"CA","485","2010-05-21",1
"CA","485","2010-06-14",1
"CA","485","2010-07-13",1
"CA","485","2010-08-11",1
"CA","485","2010-08-17",1
"CA","485","2010-10-15",1
"CA","485","2010-10-19",1
"CA","485","2010-11-19",1
"CA","485","2010-12-15",1
"CA","485","2011",12
"CA","485","2011-01-01",18
"CA","485","2011-02-17",1
"CA","485","2011-02-23",1
"CA","485","2011-02-25",1
"CA","485","2011-02-27",1
"CA","485","2011-03-21",1
"CA","485","2011-04-04",1
"CA","485","2011-05-04",1
"CA","485","2011-05-10",1
"CA","485","2011-09-06",1
"CA","485","2011-09-29",1
"CA","485","2011-10-03",1
"CA","485","2011-12-10",1
"CA","485","2012",25
"CA","485","2012-01-01",14
"CA","485","2012-01-09",1
"CA","485","2012-03-30",1
"CA","485","2012-04-13",1
"CA","485","2012-08-23",1
"CA","485","2012-11-21",1
"CA","485","2012-11-29",1
"CA","485","2013",39
"CA","485","2013-05-07",1
"CA","485","2014",46
"CA","485","2015",30
"CA","485","2016",35
"CA","485","2017",247
"CA","485","2017-01-05",2
"CA","485","2017-01-09",2
"CA","485","2017-01-16",2
"CA","485","2017-01-17",1
"CA","485","2017-01-21",1
"CA","485","2017-01-26",2
"CA","485","2017-02-01",1
"CA","485","2017-02-02",1
"CA","485","2017-02-06",1
"CA","485","2017-02-09",1
"CA","485","2017-02-11",1
"CA","485","2017-02-15",1
"CA","485","2017-02-21",1
"CA","485","2017-03-01",1
"CA","485","2017-03-07",1
"CA","485","2017-03-13",1
"CA","485","2017-03-16",1
"CA","485","2017-03-18",1
"CA","485","2017-03-23",1
"CA","485","2017-03-24",1
"CA","485","2017-03-29",1
"CA","485","2017-04-04",2
"CA","485","2017-04-10",1
"CA","485","2017-04-11",1
"CA","485","2017-04-24",1
"CA","485","2017-04-28",1
"CA","485","2017-05-03",1
"CA","485","2017-05-05",1
"CA","485","2017-05-17",1
"CA","485","2017-05-23",1
"CA","485","2017-05-29",1
"CA","485","2017-06-01",1
"CA","485","2017-06-15",2
"CA","485","2017-06-17",1
"CA","485","2017-06-22",1
